first_name,last_name,gender,age,age_group,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Ilise,Clissold,Female,30,40,58,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999
Julita,Prene,Female,38,40,14,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999
Ashlen,Willbond,Female,33,40,64,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999
Keely,Bointon,Female,29,30,71,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999
Poul,Gaskin,Male,67,70,78,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999
Sheilakathryn,Huff,Female,59,60,45,Assistant Manager,Missing,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,921,0.49
Rubia,Evetts,Female,27,30,59,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
Francklin,Cross,Male,36,40,51,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
Wilone,Champley,Female,34,40,22,Missing,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
Lezlie,Clemits,Female,44,50,2,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
Kathe,Oller,Female,58,60,47,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999
Dulce,Bradwell,Female,60,70,61,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999
Felice,Dechelette,Male,19,20,75,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
Joane,Caldes,Female,39,40,84,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
Diane,Furman,Female,24,30,67,Missing,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
Ogdan,Blenkinship,Male,66,70,65,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
Kizzee,Agget,Female,41,50,98,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
Stephi,Highton,Female,30,40,30,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
Martino,Scoles,Male,42,50,18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
Morgen,Newport,Female,57,60,5,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
Eugenie,Brinson,Female,54,60,79,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
Reinold,Natt,Male,53,60,16,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
Jo,Roberts,Female,72,80,41,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
Jacklin,Duchant,Female,77,80,77,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
Colas,Gabbitas,Male,71,80,98,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
Claudetta,Ricciardiello,Female,43,50,61,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
Angele,Cadore,Female,63,70,5,Chief Design Engineer,Missing,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,939,0.4675
Cicily,Hast,Female,46,50,63,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
Harland,Messenger,Male,43,50,90,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
Sim,Constantinou,Male,25,30,91,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
Shanon,Rolfe,Female,76,80,63,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
Chryste,Oddboy,Female,29,30,44,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
Edin,Patinkin,Female,25,30,35,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
Nolly,Ivanchikov,Male,23,30,13,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
Michele,Pammenter,Male,34,40,23,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
Liane,Abelevitz,Female,41,50,26,Operator,Missing,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,951,0.4505
Philbert,Bangs,Male,51,60,67,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
Candy,None,Female,40,50,23,Missing,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
Noami,Cokly,Female,55,60,74,Missing,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
Lyndell,Jereatt,Female,23,30,14,Payment Adjustment Coordinator,Missing,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,954,0.45
Maximilien,Bourget,Male,48,50,12,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
Benedikta,Naptin,Female,22,30,59,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
Rhodie,Gaskall,Female,53,60,83,VP Quality Control,Missing,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,956,0.44625
Afton,Andrassy,Female,19,20,78,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
Blondell,Dibdall,Female,51,60,62,Programmer III,Missing,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,960,0.442
Sonia,Dunstall,Female,42,50,0,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
Benedikt,Adamou,Male,30,40,15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
Don,Spratling,Male,49,50,82,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
Moll,Ogilby,Female,37,40,25,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
Jammie,Seldner,Female,42,50,42,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
Inglis,Pickaver,Male,23,30,33,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
Clarabelle,Broschek,Female,54,60,6,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999
Tillie,Bisseker,Female,57,60,74,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999
Irving,Babcock,Male,31,40,60,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999
Evered,Gludor,Male,66,70,3,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999
Mavra,Finan,Female,50,60,30,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999
Frieda,Tavinor,Female,18,20,43,Missing,Missing,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,972,0.43
Ellwood,Budden,Male,19,20,82,Missing,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
Alex,Patshull,Female,52,60,37,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
Aundrea,Outridge,Female,16,20,77,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
Amby,Bodega,Male,49,50,63,Recruiter,Missing,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,974,0.425
Esme,Pilipets,Male,50,60,15,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
Beverly,Domnick,Female,79,80,56,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
Artemis,Swanson,Male,40,50,77,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
Daryle,Marginson,Male,31,40,93,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
Tyne,Anshell,Female,25,30,71,Mechanical Systems Engineer,Missing,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,979,0.4165
Leona,Shorrock,Female,66,70,83,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
Bertrando,Carass,Male,61,70,45,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
Augusta,Munns,Female,66,70,5,Quality Control Specialist,Missing,Mass Customer,N,No,21,607 Memorial Avenue,2074,NSW,Australia,11,983,0.41
Lauralee,Fudge,Female,30,40,83,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
Consalve,Ballay,Male,58,60,41,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
Lolly,Prewer,Female,20,30,44,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
Vyky,Pegg,Female,74,80,64,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
Kellen,Pawelski,Female,72,80,83,Missing,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
Jermaine,Bagshawe,Female,63,70,60,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
Bryan,Jachtym,Male,43,50,59,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995
Renie,Laundon,Female,44,50,32,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391
Weidar,Etheridge,Male,58,60,38,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825
Datha,Fishburn,Female,27,30,15,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825
Ferdinand,Romanetti,Male,58,60,60,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374
Burk,Wortley,Male,16,20,22,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357
Melloney,Temby,Female,63,70,17,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357
Dickie,Cubbini,Male,65,70,30,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357
Sylas,Duffill,Male,62,70,56,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34
